ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127023435800605,A1,y,30-04-2023,Miracle Garden,common,60
031000127023412930522,A2,y,30-04-2023,Miracle Garden,common,60
031000127023461673943,A1,y,30-04-2023,Miracle Garden,common,60
031000127023466149780,A1,y,30-04-2023,Miracle Garden,common,60
031000127023420461585,A1,y,30-04-2023,Miracle Garden,common,60
031000127023425092686,A1,y,30-04-2023,Miracle Garden,common,60
031000127023378405995,A1,y,30-04-2023,Miracle Garden,common,60
031000127023391078792,A2,y,30-04-2023,Miracle Garden,common,60
031000127023487964645,A3,y,30-04-2023,Miracle Garden,common,60
031000127023365944770,A4,y,30-04-2023,Miracle Garden,common,60
031000127023446923519,A5,y,30-04-2023,Miracle Garden,common,60
031000127023465888380,A6,y,30-04-2023,Miracle Garden,common,60
031000127023417515129,A7,y,30-04-2023,Miracle Garden,common,60
031000127023423779702,A8,y,30-04-2023,Miracle Garden,common,60
031000127023371523955,A9,y,30-04-2023,Miracle Garden,common,60
031000127023390292976,A10,y,30-04-2023,Miracle Garden,common,60
031000127023485540045,A11,y,30-04-2023,Miracle Garden,common,60
031000127023376691434,A12,y,30-04-2023,Miracle Garden,common,60
031000127023430934151,A13,y,30-04-2023,Miracle Garden,common,60
031000127023481159012,A14,y,30-04-2023,Miracle Garden,common,60
031000127023402047809,A15,y,30-04-2023,Miracle Garden,common,60
031000127023553837615,A16,y,30-04-2023,Miracle Garden,common,60
031000127023501384140,A17,y,30-04-2023,Miracle Garden,common,60
031000127023562161449,A18,y,30-04-2023,Miracle Garden,common,60
031000127023547571590,A19,y,30-04-2023,Miracle Garden,common,60
031000127023604332579,A20,y,30-04-2023,Miracle Garden,common,60
031000127023585106496,A21,y,30-04-2023,Miracle Garden,common,60
031000127023494886461,A22,y,30-04-2023,Miracle Garden,common,60
031000127023609566138,A23,y,30-04-2023,Miracle Garden,common,60
031000127023537782583,A24,y,30-04-2023,Miracle Garden,common,60
031000127023508462516,A25,y,30-04-2023,Miracle Garden,common,60
031000127023563406897,A26,y,30-04-2023,Miracle Garden,common,60
