ticketNo,lotNo,validity,validTill,details,ticketFor,cost
JEE2C11OI089UE,lot01,y,31-Jul-23,,common,155
IEE2C11OI08A12,lot01,y,31-Jul-23,,common,155
LEE2C11OI08A6P,lot01,y,31-Jul-23,,common,155
EEE2C11OI08ACD,lot01,y,31-Jul-23,,common,155
TEE2C11OI08AI1,lot01,y,31-Jul-23,,common,155
KEE2C11OI08ANO,lot01,y,31-Jul-23,,common,155
OEE2C11OI08ATC,lot01,y,31-Jul-23,,common,155
IEE2C11OI08B00,lot01,y,31-Jul-23,,common,155
TEE2C11OI08B5N,lot01,y,31-Jul-23,,common,155
IEE2C11OI08BBB,lot01,y,31-Jul-23,,common,155
IEE2C11OI08BGY,lot01,y,31-Jul-23,,common,155
IEE2C11OI08BMM,lot01,y,31-Jul-23,,common,155
UEE2C11OI08BSA,lot01,y,31-Jul-23,,common,155
IEE2C11OI08BXX,lot01,y,31-Jul-23,,common,155
REE2C11OI08C4L,lot01,y,31-Jul-23,,common,155
REE2C11OI08CA9,lot01,y,31-Jul-23,,common,155
SEE2C11OI08CFW,lot01,y,31-Jul-23,,common,155
GEE2C11OI08CLK,lot01,y,31-Jul-23,,common,155
JEE2C11OI08CR8,lot01,y,31-Jul-23,,common,155
IEE2C11OI08CWV,lot01,y,31-Jul-23,,common,155
