ticketNo,lotNo,validity,validTill,details,ticketFor,cost
IBF3D11PC00XLW,PT202303149082,n,,,Adult,69
GBF3D11PC00XRK,PT202303149082,n,,,Adult,69
LBF3D11PC00XX8,PT202303149082,n,,,Adult,69
PBF3D11PC00Y3V,PT202303149082,n,,,Adult,69
GBF3D11PC010E5,PT202303149082,n,,,Adult,69
TBF3D11PC010PG,PT202303149082,n,,,Adult,69
YBF3D11PC010V4,PT202303149082,n,,,Adult,69
HBF3D11PC012HO,PT202303149082,n,,,Adult,69
LBF3D11PC013RX,PT202303149082,n,,,Adult,69
LBF3D11PC01449,PT202303149082,n,,,Adult,69
XBF3D11PC015VH,PT202303149082,n,,,Adult,69
DBF3D11PC01625,PT202303149082,n,,,Adult,69
YBF3D11PC0167S,PT202303149082,n,,,Adult,69
TBF3D11PC017TD,PT202303149082,n,,,Adult,69
LBF3D11PC018XY,PT202303149082,n,,,Adult,69
GBF3D11PC01AKJ,PT202303149082,n,,,Adult,69
GBF3D11PC01BJH,PT202303149082,n,,,Adult,69
TBF3D11PC01BP5,PT202303149082,n,,,Adult,69
HBF3D11PC01C1G,PT202303149082,n,,,Adult,69
CBF3D11PC01DBP,PT202303149082,n,,,Adult,69
OBF3D11PC01DHD,PT202303149082,n,,,Adult,69
NBF3D11PC01DN1,PT202303149082,n,,,Adult,69
EBF3D11PC01DSO,PT202303149082,n,,,Adult,69
FBF3D11PC01F9L,PT202303149082,n,,,Adult,69
NBF3D11PC021FO,PT202303149082,n,,,Adult,69
WBF3D11PC021R0,PT202303149082,n,,,Adult,69
GBF3D11PC0223B,PT202303149082,n,,,Adult,69
RBF3D11PC023DK,PT202303149082,n,,,Adult,69
IBF3D11PC023J8,PT202303149082,n,,,Adult,69
FBF3D11PC02505,PT202303149082,n,,,Adult,69
DEF3D11OI0E3GE,PT202303149082,n,,,child,53
WEF3D11OI0E3M2,PT202303149082,n,,,child,53
PEF3D11OI0E3XD,PT202303149082,n,,,child,53
TEF3D11OI0E4QN,PT202303149082,n,,,child,53
NEF3D11OI0E4WB,PT202303149082,n,,,child,53
QEF3D11OI0EEAF,PT202303149082,n,,,child,53
KEF3D11OI0E52Y,PT202303149082,n,,,child,53
PEF3D11OI0EEX2,PT202303149082,n,,,child,53
DEF3D11OI0F882,PT202303149082,n,,,child,53
JEF3D11OI0EF3P,PT202303149082,n,,,child,53
