ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127024620719365,mg04,n,,,adult,60
031000127024643804578,mg04,n,,,adult,60
031000127024601727644,mg04,n,,,adult,60
031000127024631662889,mg04,n,,,adult,60
031000127024583721183,mg04,n,,,adult,60
031000127024577383254,mg04,n,,,adult,60
031000127024651489107,mg04,n,,,adult,60
031000127024668169104,mg04,n,,,adult,60
031000127024622550765,mg04,n,,,adult,60
031000127024638892234,mg04,n,,,adult,60
031000127024584505063,mg04,n,,,adult,60
031000127024601453700,mg04,n,,,adult,60
031000127024681070945,mg04,n,,,adult,60
031000127024579221886,mg04,n,,,adult,60
031000127024762833526,mg04,n,,,adult,60
031000127024809111667,mg04,n,,,adult,60
031000127024788050672,mg04,n,,,adult,60
031000127024704978893,mg04,n,,,adult,60
031000127024829094890,mg04,n,,,adult,60
031000127024734304135,mg04,n,,,adult,60
031000127024719533156,mg04,n,,,adult,60
031000127024764122689,mg04,n,,,adult,60
031000127024761591838,mg04,n,,,adult,60
031000127024784211355,mg04,n,,,adult,60
031000127024802799064,mg04,n,,,adult,60
031000127024756027861,mg04,n,,,adult,60
031000127024772732434,mg04,n,,,adult,60
031000127024718247087,mg04,n,,,adult,60
031000127024735000140,mg04,n,,,adult,60
031000127024679306265,mg04,n,,,adult,60
031000127024625025414,mg04,n,,,adult,60
031000127024673834019,mg04,n,,,adult,60
031000127024654714432,mg04,n,,,adult,60
031000127024572811325,mg04,n,,,adult,60
031000127024695971770,mg04,n,,,adult,60
031000127024598991671,mg04,n,,,adult,60
031000127024586461108,mg04,n,,,adult,60
031000127024632908337,mg04,n,,,adult,60
031000127024627909806,mg04,n,,,adult,60
031000127024674292299,mg04,n,,,adult,60
031000127024669655464,mg04,n,,,adult,60
031000127024737524769,mg04,n,,,adult,60
031000127024791859902,mg04,n,,,adult,60
031000127024705439803,mg04,n,,,adult,60
031000127024757820344,mg04,n,,,adult,60
031000127024801253173,mg04,n,,,adult,60
031000127024715973554,mg04,n,,,adult,60
031000127024746434255,mg04,n,,,adult,60
031000127024721052028,mg04,n,,,adult,60
031000127024767010169,mg04,n,,,adult,60
031000127024606304210,mg04,n,,,adult,60
031000127024688593647,mg04,n,,,adult,60
031000127024640465036,mg04,n,,,adult,60
031000127024591532649,mg04,n,,,adult,60
031000127024665156934,mg04,n,,,adult,60
031000127024612735331,mg04,n,,,adult,60
031000127024563231104,mg04,n,,,adult,60
031000127024660051197,mg04,n,,,adult,60
031000127024618099450,mg04,n,,,adult,60
031000127024672274679,mg04,n,,,adult,60
031000127024655932276,mg04,n,,,adult,60
031000127024576003953,mg04,n,,,adult,60
031000127024582841677,mg04,n,,,adult,60
031000127024664966506,mg04,n,,,adult,60
031000127024751226410,mg04,n,,,adult,60
031000127024807994183,mg04,n,,,adult,60
031000127024789024548,mg04,n,,,adult,60
031000127024707251073,mg04,n,,,adult,60
031000127024821576926,mg04,n,,,adult,60
031000127024733610715,mg04,n,,,adult,60
031000127024729120792,mg04,n,,,adult,60
031000127024766790293,mg04,n,,,adult,60
031000127024754634066,mg04,n,,,adult,60
031000127024808714607,mg04,n,,,adult,60
031000127024796098828,mg04,n,,,adult,60
031000127024705348841,mg04,n,,,adult,60
031000127024819808966,mg04,n,,,adult,60
031000127024725479651,mg04,n,,,adult,60
031000127024745165568,mg04,n,,,adult,60
031000127024810309596,mg04,n,,,adult,60
031000127024736211929,mg04,n,,,adult,60
031000127024788914070,mg04,n,,,adult,60
031000127024711522835,mg04,n,,,adult,60
031000127024759650384,mg04,n,,,adult,60
031000127024804729389,mg04,n,,,adult,60
031000127024716756362,mg04,n,,,adult,60
031000127024779286823,mg04,n,,,adult,60
031000127024817191364,mg04,n,,,adult,60
031000127024598208047,mg04,n,,,adult,60
031000127024579382732,mg04,n,,,adult,60
031000127024826666178,mg04,n,,,adult,60
031000127024733520383,mg04,n,,,adult,60
031000127024613103623,mg04,n,,,adult,60
031000127024564894436,mg04,n,,,adult,60
031000127024651328705,mg04,n,,,adult,60
031000127024610014110,mg04,n,,,adult,60
031000127024689288987,mg04,n,,,adult,60
031000127024638659416,mg04,n,,,adult,60
031000127024584607317,mg04,n,,,adult,60
031000127024693543058,mg04,n,,,adult,60
