ticketNo,lotNo,validity,validTill,details,ticketFor,cost
1T7DU8P6TX79CJ,df04,n,,,adult,45
1D47BA2SA74KZ4,df04,n,,,adult,45
1P6BPY4CMB6RBF,df04,n,,,adult,45
1T7DU8P6TX79K4,df04,n,,,adult,45
1H59GMKJFT55AC,df04,n,,,adult,45
1T7DU8P6TX79P4,df04,n,,,adult,45
1P6BPY4CMB6RP6,df04,n,,,adult,45
1D47BA2SA74KB4,df04,n,,,adult,45
1H59GMKJFT55HG,df04,n,,,adult,45
1X8FZJ60YF8V2P,df04,n,,,adult,45
15231Q04032F6T,df04,n,,,adult,45
1T7DU8P6TX7914,df04,n,,,adult,45
1H59GMKJFT55RU,df04,n,,,adult,45
15231Q04032GAT,df04,n,,,adult,45
