ticketNo,lotNo,validity,validTill,details,ticketFor,cost
6345,A1,y,2022-12-27T05:39:31.522Z,some details,adult,100
3437,A2,n,,some details,adult,100
3438,A1,n,,,adult,100
3439,A1,n,,,child,100
3441,A1,n,,,child,100
3442,A1,n,,,child,100
3444,A1,n,,,child,100
3445,A1,n,,,child,100
3446,A1,n,,,child,100
3447,A1,n,,,child,100
3448,A1,n,,,child,100
3449,A1,n,,,child,100
3450,A1,n,,,adult,100
3451,A1,n,,,adult,100
3452,A1,n,,,adult,100
3453,A1,n,,,adult,100
3454,A1,n,,,adult,100
3455,A1,n,,,adult,100
3456,A1,n,,,adult,100
3457,A1,n,,,adult,100
3584,A1,n,,,adult,100
3458,A1,n,,,adult,100
3459,A1,n,,,adult,100
3460,A1,n,,,adult,100
