ticketNo,lotNo,validity,validTill,details,ticketFor,cost
QFF3F11OD0I1HU,mono02,n,,,adult,14
FFF3F11OD0I2S4,mono02,n,,,adult,14
KFF3F11OD0I2XR,mono02,n,,,adult,14
TFF3F11OD0I34F,mono02,n,,,adult,14
MFF3F11OD0INY7,mono02,n,,,adult,14
NFF3F11OD0IOAI,mono02,n,,,adult,14
EFF3F11OD0IOG6,mono02,n,,,adult,14
KFF3F11OD0IOX5,mono02,n,,,adult,14
CFF3F11OD0IP3S,mono02,n,,,adult,14
KFF3F11OD0IPF4,mono02,n,,,adult,14
AFF3F11OD0IQ2Q,mono02,n,,,adult,14
QFF3F11OD0IQ8E,mono02,n,,,adult,14
ZFF3F11OD0IQJP,mono02,n,,,adult,14
LFF3F11OD0IRTY,mono02,n,,,adult,14
IFF3F11OD0IS6A,mono02,n,,,adult,14
DFF3F11OD0ISHL,mono02,n,,,adult,14
JFF3F11OD0G25X,mono02,n,,,adult,14
GFF3F11OD0G2MW,mono02,n,,,adult,14
WFF3F11OD0G3AJ,mono02,n,,,adult,14
XFF3F11OD0G3G7,mono02,n,,,adult,14
