ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127028409491172,mg05,n,,,adult,60
031000127028321859777,mg05,n,,,adult,60
031000127028388566942,mg05,n,,,adult,60
031000127028342010651,mg05,n,,,adult,60
031000127028358502232,mg05,n,,,adult,60
031000127028452276821,mg05,n,,,adult,60
031000127028844166598,mg05,n,,,adult,60
031000127028764121571,mg05,n,,,adult,60
031000127028741732864,mg05,n,,,adult,60
031000127028803097725,mg05,n,,,adult,60
031000127028784034426,mg05,n,,,adult,60
031000127028815535991,mg05,n,,,adult,60
031000127028834434036,mg05,n,,,adult,60
031000127028786126833,mg05,n,,,adult,60
031000127028795666670,mg05,n,,,adult,60
031000127028741248523,mg05,n,,,adult,60
031000127028757722216,mg05,n,,,adult,60
031000127028854151493,mg05,n,,,adult,60
031000127028728725858,mg05,n,,,adult,60
031000127028816366879,mg05,n,,,adult,60
031000127028833193692,mg05,n,,,adult,60
031000127028784285913,mg05,n,,,adult,60
031000127028793902742,mg05,n,,,adult,60
031000127028741522195,mg05,n,,,adult,60
031000127028757006160,mg05,n,,,adult,60
031000127028825574189,mg05,n,,,adult,60
031000127028743736458,mg05,n,,,adult,60
031000127028801421863,mg05,n,,,adult,60
031000127028855996612,mg05,n,,,adult,60
031000127028767704353,mg05,n,,,adult,60
031000127028814611902,mg05,n,,,adult,60
031000127028726251835,mg05,n,,,adult,60
031000127028788724408,mg05,n,,,adult,60
031000127028827343925,mg05,n,,,adult,60
031000127028746095282,mg05,n,,,adult,60
031000127028802930639,mg05,n,,,adult,60
031000127028855538604,mg05,n,,,adult,60
031000127028764821257,mg05,n,,,adult,60
031000127028813368230,mg05,n,,,adult,60
031000127028853395011,mg05,n,,,adult,60
031000127028805045408,mg05,n,,,adult,60
031000127028741094941,mg05,n,,,adult,60
031000127028825070042,mg05,n,,,adult,60
031000127028786935255,mg05,n,,,adult,60
031000127028736775572,mg05,n,,,adult,60
031000127028816916497,mg05,n,,,adult,60
031000127028765924942,mg05,n,,,adult,60
031000127028855684203,mg05,n,,,adult,60
031000127028803231624,mg05,n,,,adult,60
031000127028746007525,mg05,n,,,adult,60
031000127028824283074,mg05,n,,,adult,60
031000127028787657471,mg05,n,,,adult,60
031000127028735465596,mg05,n,,,adult,60
031000127028796207737,mg05,n,,,adult,60
031000127028784602486,mg05,n,,,adult,60
031000127028839168371,mg05,n,,,adult,60
031000127028818237936,mg05,n,,,adult,60
