ticketNo,lotNo,validity,validTill,details,ticketFor,cost
SDF3D11OI01G8J,1234,y,31-Oct-23,,Adult,70
SDF3D11OI01GE7,1234,y,31-Oct-23,,Adult,70
QDF3D11OI01H1T,1234,y,31-Oct-23,,Adult,70
WDF3D11OI01HD5,1234,y,31-Oct-23,,Adult,70
MDF3D11OI01HU4,1234,y,31-Oct-23,,Adult,70
KDF3D11OI01I0R,1234,y,31-Oct-23,,Adult,70
WDF3D11OI01I6F,1234,y,31-Oct-23,,Adult,70
UDF3D11OI01J5D,1234,y,31-Oct-23,,Adult,70
WDF3D11OI01JB1,1234,y,31-Oct-23,,Adult,70
ADF3D11OI01K4B,1234,y,31-Oct-23,,Adult,70
KDF3D11OI01K9Y,1234,y,31-Oct-23,,Adult,70
ZDF3D11OI01KFM,1234,y,31-Oct-23,,Adult,70
BDF3D11OI01KLA,1234,y,31-Oct-23,,Adult,70
BDF3D11OI01L39,1234,y,31-Oct-23,,Adult,70
CDF3D11OI01L8W,1234,y,31-Oct-23,,Adult,70
FDF3D11OI01LPV,1234,y,31-Oct-23,,Adult,70
ODF3D11OI01M7U,1234,y,31-Oct-23,,Adult,70
JDF3D11OI01MUH,1234,y,31-Oct-23,,Adult,70
KDF3D11OI01N6S,1234,y,31-Oct-23,,Adult,70
VDF3D11OI01NTF,1234,y,31-Oct-23,,Adult,70
