ticketNo,lotNo,validity,validTill,details,ticketFor,cost
RBF3D11OU036IK,vatp05,n,,,Adult,69
HBF3D11OU03943,vatp05,n,,,Adult,69
OBF3D11OU03A31,vatp05,n,,,Adult,69
DBF3D11OU03AK0,vatp05,n,,,Adult,69
FBF3D11OU03B7M,vatp05,n,,,Adult,69
RBF3D11OU03BU9,vatp05,n,,,Adult,69
FBF3D11OU03CC8,vatp05,n,,,Adult,69
CBF3D11OU03CHV,vatp05,n,,,Adult,69
IBF3D11OU03DGT,vatp05,n,,,Adult,69
GBF3D11OU03EFR,vatp05,n,,,Adult,69
MBF3D11OU03F92,vatp05,n,,,Adult,69
IBF3D11OU03FKD,vatp05,n,,,Adult,69
PBF3D11OU03G2C,vatp05,n,,,Adult,69
KBF3D11OU03G80,vatp05,n,,,Adult,69
FBF3D11OU03H1A,vatp05,n,,,Adult,69
GBF3D11OU03HNW,vatp05,n,,,Adult,69
GBF3D11OU03IMU,vatp05,n,,,Adult,69
ABF3D11OU03KQE,vatp05,n,,,Adult,69
LBF3D11OU03M1N,vatp05,n,,,Adult,69
PBF3D11OU035DY,vatp05,n,,,Adult,69
