ticketNo,lotNo,validity,validTill,details,ticketFor,cost
260260639C3945BC9DE7FD6EA48C2FCB,ski02,n,,,Adult,160
4DA4EAE998AE433EBE609457F3589937,ski02,n,,,Adult,160
F2B6BA56E45A442396CB07FA86D8CA09,ski02,n,,,Adult,160
EF2E767040BA405DB185E7294E3F0E57,ski02,n,,,Adult,160
F4D8180C9E0341B1BC6A4E50713D3EB2,ski02,n,,,Adult,160
5BF83001DCF94DF0BCA41C253BCC39D4,ski02,n,,,Adult,160
E3339DA9CDBA4064ACF48E66EAB363EC,ski02,n,,,Adult,160
DAD9F6AF260B48BA9EEAD163F86438A3,ski02,n,,,Adult,160
F3AA0665896A4A5C82E51796516005D7,ski02,n,,,Adult,160
3717172BBDA24DD69D447FA05B3624D1,ski02,n,,,Adult,160
5E71011EE27A41B79791F889693292D3,ski02,n,,,Adult,160
5D51BBBBE091420C9000FAF1F82E0DFE,ski02,n,,,Adult,160
804E27DB552749928653A445465E7E7A,ski02,n,,,Adult,160
3A2796A894F2483DACE946D68BCB167D,ski02,n,,,Adult,160
E2888DD1DD824882AF7B85EA71AC2BA9,ski02,n,,,Adult,160
84156DDDE59E4AC1AFD8CC2127449A32,ski02,n,,,Adult,160
8747566BFAE84F6FB67826C927DAD3DA,ski02,n,,,Adult,160
EAB698C7577145F8A1CAFD4F94E8E349,ski02,n,,,Adult,160
9B4A4D62ABF941C286FFBD1E8792B869,ski02,n,,,Adult,160
CE8463EE90254EF3A9ADDC5A418A34AF,ski02,n,,,Adult,160
2C457A673CAF4B84A7570E965334D2C3,ski02,n,,,Adult,160
065CC3D6A3C84C5EBF89CE923E309389,ski02,n,,,Adult,160
E0A74ACFDFEB4CB78728709383D7AFA6,ski02,n,,,Adult,160
B8C36C3CA88B44E790DD0574A8026401,ski02,n,,,Adult,160
8D9BE1D8C40146D6BA7CCBAA9A8510C1,ski02,n,,,Adult,160
94ACCAAFCA654A83B8C1932721CB84B6,ski02,n,,,Adult,160
94406125801643E18B708175C4D15403,ski02,n,,,Adult,160
9622E106EAC34F44AE85D244A8849F37,ski02,n,,,Adult,160
22E1EA80ADE644AFA90203AECDD21E6D,ski02,n,,,Adult,160
79FA335389264D828B5891ED622C2F81,ski02,n,,,Adult,160
49C541D270934E94A2ED6C08B6981949,ski02,n,,,Adult,160
CEBF77FC777E4200B401F9ED0CFC2585,ski02,n,,,Adult,160
811119667186426C9037A10F74EE3DD6,ski02,n,,,Adult,160
454F7762813542CAB770017D4A54CE02,ski02,n,,,Adult,160
D3B02EC67EA34EA5BFA130A37E716F40,ski02,n,,,Adult,160
9FDAFAF02D564177AD943EC77CFF03B1,ski02,n,,,Adult,160
31E6963CF6074D918B990730433478FB,ski02,n,,,Adult,160
891EC156057748E6AE302D06FE77127E,ski02,n,,,Adult,160
