ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127017571963872,mg03,n,,,adult,60
031000127017491676893,mg03,n,,,adult,60
031000127017541572634,mg03,n,,,adult,60
031000127017454614167,mg03,n,,,adult,60
031000127017731123409,mg03,n,,,adult,60
031000127017503151444,mg03,n,,,adult,60
031000127017614225745,mg03,n,,,adult,60
031000127017683360014,mg03,n,,,adult,60
031000127017639296171,mg03,n,,,adult,60
031000127017586974408,mg03,n,,,adult,60
031000127017682251941,mg03,n,,,adult,60
031000127017627883266,mg03,n,,,adult,60
031000127017708108735,mg03,n,,,adult,60
031000127017661290300,mg03,n,,,adult,60
031000127017615471289,mg03,n,,,adult,60
031000127017687292982,mg03,n,,,adult,60
031000127017640802995,mg03,n,,,adult,60
031000127017585137968,mg03,n,,,adult,60
031000127017679828365,mg03,n,,,adult,60
031000127017627096362,mg03,n,,,adult,60
031000127017701340849,mg03,n,,,adult,60
031000127017601357870,mg03,n,,,adult,60
031000127017655434699,mg03,n,,,adult,60
031000127017705479464,mg03,n,,,adult,60
031000127017626268037,mg03,n,,,adult,60
031000127017676527138,mg03,n,,,adult,60
031000127017589470303,mg03,n,,,adult,60
031000127017637811740,mg03,n,,,adult,60
031000127017698456473,mg03,n,,,adult,60
031000127017599590358,mg03,n,,,adult,60
031000127017656744915,mg03,n,,,adult,60
031000127017704757264,mg03,n,,,adult,60
031000127017631183469,mg03,n,,,adult,60
031000127017678885962,mg03,n,,,adult,60
031000127017589930343,mg03,n,,,adult,60
031000127017795885316,mg03,n,,,adult,60
031000127017750035937,mg03,n,,,adult,60
031000127017820574462,mg03,n,,,adult,60
031000127017774655739,mg03,n,,,adult,60
031000127017719704184,mg03,n,,,adult,60
031000127017813370741,mg03,n,,,adult,60
031000127017761006450,mg03,n,,,adult,60
031000127017843437327,mg03,n,,,adult,60
031000127017794383084,mg03,n,,,adult,60
031000127017746132681,mg03,n,,,adult,60
031000127017820381414,mg03,n,,,adult,60
031000127017768625411,mg03,n,,,adult,60
031000127017718195552,mg03,n,,,adult,60
031000127017815206237,mg03,n,,,adult,60
031000127017772805786,mg03,n,,,adult,60
031000127017827380247,mg03,n,,,adult,60
031000127017810898644,mg03,n,,,adult,60
031000127017838995342,mg03,n,,,adult,60
031000127017753092907,mg03,n,,,adult,60
031000127017734186824,mg03,n,,,adult,60
031000127017786567205,mg03,n,,,adult,60
031000127017772084354,mg03,n,,,adult,60
031000127017828164159,mg03,n,,,adult,60
031000127017816990140,mg03,n,,,adult,60
031000127017729287481,mg03,n,,,adult,60
031000127017837880384,mg03,n,,,adult,60
031000127017763415613,mg03,n,,,adult,60
031000127017812009402,mg03,n,,,adult,60
031000127017977310519,mg03,n,,,adult,60
031000127017928977844,mg03,n,,,adult,60
031000127017881282609,mg03,n,,,adult,60
031000127017954191022,mg03,n,,,adult,60
031000127017901352011,mg03,n,,,adult,60
031000127017852823464,mg03,n,,,adult,60
031000127017948687109,mg03,n,,,adult,60
031000127017889869730,mg03,n,,,adult,60
031000127017978028767,mg03,n,,,adult,60
031000127017927663772,mg03,n,,,adult,60
031000127017881475609,mg03,n,,,adult,60
031000127017956062550,mg03,n,,,adult,60
031000127017903706451,mg03,n,,,adult,60
031000127017851040144,mg03,n,,,adult,60
031000127017921158381,mg03,n,,,adult,60
031000127017905928906,mg03,n,,,adult,60
031000127017963081959,mg03,n,,,adult,60
