ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127034177852572,mg02,n,,,adult,60
031000127034200206420,mg02,n,,,adult,60
031000127034096023065,mg02,n,,,adult,60
031000127034145467985,mg02,n,,,adult,60
031000127034173775886,mg02,n,,,adult,60
031000127034219583830,mg02,n,,,adult,60
031000127034096395691,mg02,n,,,adult,60
031000127034134265171,mg02,n,,,adult,60
031000127034148660680,mg02,n,,,adult,60
031000127034119495056,mg02,n,,,adult,60
031000127034200910245,mg02,n,,,adult,60
031000127034123644418,mg02,n,,,adult,60
031000127034162966765,mg02,n,,,adult,60
031000127034163076287,mg02,n,,,adult,60
031000127034215464508,mg02,n,,,adult,60
031000127034156275402,mg02,n,,,adult,60
031000127034126851001,mg02,n,,,adult,60
031000127034193028327,mg02,n,,,adult,60
031000127034176698166,mg02,n,,,adult,60
031000127034341199453,mg02,n,,,adult,60
031000127034096653235,mg02,n,,,adult,60
031000127034176546436,mg02,n,,,adult,60
031000127034147663920,mg02,n,,,adult,60
031000127034250742170,mg02,n,,,adult,60
031000127034300007703,mg02,n,,,adult,60
031000127034237404628,mg02,n,,,adult,60
031000127034325369297,mg02,n,,,adult,60
031000127034262408846,mg02,n,,,adult,60
031000127034350439467,mg02,n,,,adult,60
031000127034295995976,mg02,n,,,adult,60
031000127034254885669,mg02,n,,,adult,60
031000127034336987010,mg02,n,,,adult,60
031000127034285263679,mg02,n,,,adult,60
031000127034236094652,mg02,n,,,adult,60
031000127034322420281,mg02,n,,,adult,60
031000127034262146230,mg02,n,,,adult,60
031000127034343557427,mg02,n,,,adult,60
031000127034293963184,mg02,n,,,adult,60
031000127034256721165,mg02,n,,,adult,60
031000127034348847786,mg02,n,,,adult,60
