ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127000698969551,A1,n,,miracle garden,adult,60
031000127000695551054,A2,n,,miracle garden,adult,60
031000127000751723115,A1,n,,miracle garden,adult,60
031000127000804241800,A1,n,,miracle garden,adult,60
031000127000705015269,A1,n,,miracle garden,adult,60
031000127000761286082,A1,n,,miracle garden,adult,60
031000127000683696383,A1,n,,miracle garden,adult,60
031000127000809613244,A2,n,,miracle garden,adult,60
031000127000904360761,A3,n,,miracle garden,adult,60
031000127000839810998,A4,n,,miracle garden,adult,60
031000127000930527795,A5,n,,miracle garden,adult,60
031000127000876034224,A6,n,,miracle garden,adult,60
031000127000838693389,A7,n,,miracle garden,adult,60
031000127000918058410,A8,n,,miracle garden,adult,60
031000127000863713735,A9,n,,miracle garden,adult,60
031000127000756512571,A10,n,,miracle garden,adult,60
031000127000773256376,A11,n,,miracle garden,adult,60
031000127000736011829,A12,n,,miracle garden,adult,60
031000127000742867122,A13,n,,miracle garden,adult,60
031000127000834517412,A14,n,,miracle garden,adult,60
031000127000888830977,A15,n,,miracle garden,adult,60
031000127000858419806,A16,n,,miracle garden,adult,60
031000127000906864731,A17,n,,miracle garden,adult,60
031000127000892013464,A18,n,,miracle garden,adult,60
031000127000818439957,A19,n,,miracle garden,adult,60
031000127000934052818,A20,n,,miracle garden,adult,60
031000127000847720175,A21,n,,miracle garden,adult,60
031000127000832998540,A22,n,,miracle garden,adult,60
031000127000886992489,A23,n,,miracle garden,adult,60
031000127000861339974,A24,n,,miracle garden,adult,60
031000127000907126115,A25,n,,miracle garden,adult,60
031000127000891028864,A26,n,,miracle garden,adult,60
031000127000819226877,A27,n,,miracle garden,adult,60
031000127000877760250,A28,n,,miracle garden,adult,60
031000127000832711927,A29,n,,miracle garden,adult,60
031000127000847417204,A30,n,,miracle garden,adult,60
031000127000933325681,A31,n,,miracle garden,adult,60
031000127000809699182,A32,n,,miracle garden,adult,60
031000127000891593355,A33,n,,miracle garden,adult,60
031000127000905969896,A34,n,,miracle garden,adult,60
031000127000858745541,A35,n,,miracle garden,adult,60
031000127000880119010,A36,n,,miracle garden,adult,60
031000127000834544031,A37,n,,miracle garden,adult,60
031000127000855605596,A38,n,,miracle garden,adult,60
031000127000934634841,A39,n,,miracle garden,adult,60
031000127000813173270,A40,n,,miracle garden,adult,60
031000127000892915859,A41,n,,miracle garden,adult,60
031000127000937759440,A42,n,,miracle garden,adult,60
031000127000839606189,A43,n,,miracle garden,adult,60
031000127001041550343,A44,n,,miracle garden,adult,60
031000127001025076964,A45,n,,miracle garden,adult,60
031000127000945703105,A46,n,,miracle garden,adult,60
031000127001070999454,A47,n,,miracle garden,adult,60
031000127000982631195,A48,n,,miracle garden,adult,60
031000127000965699416,A49,n,,miracle garden,adult,60
031000127001067731541,A50,n,,miracle garden,adult,60
031000127000952151186,A51,n,,miracle garden,adult,60
031000127001025753647,A52,n,,miracle garden,adult,60
031000127001040540108,A53,n,,miracle garden,adult,60
031000127000992101673,A54,n,,miracle garden,adult,60
031000127001022571910,A55,n,,miracle garden,adult,60
031000127000968224803,A56,n,,miracle garden,adult,60
031000127000980447808,A57,n,,miracle garden,adult,60
031000127001068514365,A58,n,,miracle garden,adult,60
031000127000713870764,A59,n,,miracle garden,adult,60
031000127000799287561,A60,n,,miracle garden,adult,60
031000127000675889574,A61,n,,miracle garden,adult,60
031000127000955628474,A62,n,,miracle garden,adult,60
031000127001027602231,A63,n,,miracle garden,adult,60
031000127001048474548,A64,n,,miracle garden,adult,60
031000127000990295601,A65,n,,miracle garden,adult,60
031000127001022310574,A66,n,,miracle garden,adult,60
031000127000944307787,A67,n,,miracle garden,adult,60
031000127000757752899,A68,n,,miracle garden,adult,60
031000127000772458144,A69,n,,miracle garden,adult,60
031000127000708421661,A70,n,,miracle garden,adult,60
031000127000763056090,A71,n,,miracle garden,adult,60
031000127000682910679,A72,n,,miracle garden,adult,60
031000127000737726356,A73,n,,miracle garden,adult,60
031000127000784280081,A74,n,,miracle garden,adult,60
