ticketNo,lotNo,validity,validTill,details,ticketFor,cost
011000791200285554,a12,y,21-07-2023,,adult,120
011000791200285555,a13,y,21-07-2023,,adult,120
011000791200285561,a14,y,21-07-2023,,adult,120
011000791200285562,a15,y,21-07-2023,,adult,120
011000791200285571,a16,y,21-07-2023,,adult,120
011000791200285572,a17,y,21-07-2023,,adult,120
011000791200285581,a18,y,21-07-2023,,adult,120
011000791200285582,a19,y,21-07-2023,,adult,120
011000791200285591,a20,y,21-07-2023,,adult,120
011000791200285592,a21,y,21-07-2023,,adult,120
011000791200285594,a22,y,21-07-2023,,adult,120
011000791200285595,a23,y,21-07-2023,,adult,120
011000791200285601,a24,y,21-07-2023,,adult,120
011000791200285605,a25,y,21-07-2023,,adult,120
011000791200287045,a26,y,21-07-2023,,adult,120
011000791200287048,a27,y,21-07-2023,,adult,120
011000791200287051,a28,y,21-07-2023,,adult,120
011000791200287052,a29,y,21-07-2023,,adult,120
011000791200287054,a30,y,21-07-2023,,adult,120
011000791200287056,a31,y,21-07-2023,,adult,120
011000791200287070,a32,y,21-07-2023,,adult,120
011000791200287073,a33,y,21-07-2023,,adult,120
011000791200287082,a34,y,21-07-2023,,adult,120
011000791200287084,a35,y,21-07-2023,,adult,120
011000791200287088,a36,y,21-07-2023,,adult,120
011000791200287090,a37,y,21-07-2023,,adult,120
011000791200287105,a38,y,21-07-2023,,adult,120
011000791200287107,a39,y,21-07-2023,,adult,120
011000791200287113,a40,y,21-07-2023,,adult,120
011000791200287114,a41,y,21-07-2023,,adult,120
011000791200287118,a42,y,21-07-2023,,adult,120
011000791200287119,a43,y,21-07-2023,,adult,120
011000791200287120,a44,y,21-07-2023,,adult,120
011000791200287125,a45,y,21-07-2023,,adult,120
011000791200287132,a46,y,21-07-2023,,adult,120
011000791200287133,a47,y,21-07-2023,,adult,120
011000791200287134,a48,y,21-07-2023,,adult,120
011000791200287140,a49,y,21-07-2023,,adult,120
011000791200287146,a50,y,21-07-2023,,adult,120
011000791200287147,a51,y,21-07-2023,,adult,120
011000791200287152,a52,y,21-07-2023,,adult,120
011000791200287163,a53,y,21-07-2023,,adult,120
011000791200287164,a54,y,21-07-2023,,adult,120
011000791200287168,a55,y,21-07-2023,,adult,120
011000791200287169,a56,y,21-07-2023,,adult,120
011000791200287171,a57,y,21-07-2023,,adult,120
011000791200287176,a58,y,21-07-2023,,adult,120
011000791200287177,a59,y,21-07-2023,,adult,120
011000791200287185,a60,y,21-07-2023,,adult,120
11000791200287100,a61,y,22-07-2023,,adult,120
