ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127023531207944,mg08,n,,,adult,60
031000127023531230828,mg08,n,,,adult,60
031000127023532540804,mg08,n,,,adult,60
031000127023532974880,mg08,n,,,adult,60
031000127023535879571,mg08,n,,,adult,60
031000127023538238139,mg08,n,,,adult,60
031000127023539084810,mg08,n,,,adult,60
031000127023539386286,mg08,n,,,adult,60
031000127023542270550,mg08,n,,,adult,60
031000127023542492466,mg08,n,,,adult,60
031000127023542673199,mg08,n,,,adult,60
031000127023543514249,mg08,n,,,adult,60
031000127023820530100,mg08,n,,,adult,60
031000127023821398275,mg08,n,,,adult,60
031000127023821598507,mg08,n,,,adult,60
031000127023827586592,mg08,n,,,adult,60
031000127023828538218,mg08,n,,,adult,60
031000127023828566840,mg08,n,,,adult,60
031000127023828636575,mg08,n,,,adult,60
031000127023828852749,mg08,n,,,adult,60
031000127023829467559,mg08,n,,,adult,60
031000127023829570837,mg08,n,,,adult,60
031000127023831948946,mg08,n,,,adult,60
031000127023836312465,mg08,n,,,adult,60
031000127023836488227,mg08,n,,,adult,60
031000127023866415154,mg08,n,,,adult,60
031000127023866684465,mg08,n,,,adult,60
031000127023867389158,mg08,n,,,adult,60
031000127023867514285,mg08,n,,,adult,60
031000127023868839514,mg08,n,,,adult,60
031000127023873545560,mg08,n,,,adult,60
031000127023879591234,mg08,n,,,adult,60
031000127023880110660,mg08,n,,,adult,60
031000127023880376156,mg08,n,,,adult,60
031000127023881179067,mg08,n,,,adult,60
031000127023881440707,mg08,n,,,adult,60
031000127023888032680,mg08,n,,,adult,60
031000127023888137310,mg08,n,,,adult,60
031000127023888818240,mg08,n,,,adult,60
031000127023889063959,mg08,n,,,adult,60
031000127023889851967,mg08,n,,,adult,60
031000127023892855093,mg08,n,,,adult,60
031000127023893290577,mg08,n,,,adult,60
031000127023894954203,mg08,n,,,adult,60
031000127023895125321,mg08,n,,,adult,60
031000127023897513699,mg08,n,,,adult,60
031000127023897830734,mg08,n,,,adult,60
031000127023901776348,mg08,n,,,adult,60
031000127023902243064,mg08,n,,,adult,60
031000127023903981058,mg08,n,,,adult,60
031000127023904091536,mg08,n,,,adult,60
031000127023905609095,mg08,n,,,adult,60
031000127023906409514,mg08,n,,,adult,60
031000127023907117743,mg08,n,,,adult,60
031000127023914591769,mg08,n,,,adult,60
031000127023915897697,mg08,n,,,adult,60
031000127023916002988,mg08,n,,,adult,60
031000127023916201416,mg08,n,,,adult,60
031000127023916439930,mg08,n,,,adult,60
031000127023916744222,mg08,n,,,adult,60
031000127023916989152,mg08,n,,,adult,60
031000127023917157202,mg08,n,,,adult,60
031000127023917308868,mg08,n,,,adult,60
031000127023917492342,mg08,n,,,adult,60
031000127023919833815,mg08,n,,,adult,60
031000127023919858611,mg08,n,,,adult,60
031000127023543805585,mg08,n,,,adult,60
031000127023544507447,mg08,n,,,adult,60
031000127023693648418,mg08,n,,,adult,60
031000127023694258501,mg08,n,,,adult,60
031000127023694306775,mg08,n,,,adult,60
031000127023694529008,mg08,n,,,adult,60
031000127023695312776,mg08,n,,,adult,60
031000127023695415098,mg08,n,,,adult,60
031000127023697669245,mg08,n,,,adult,60
031000127023702069260,mg08,n,,,adult,60
031000127023702162878,mg08,n,,,adult,60
031000127023702278313,mg08,n,,,adult,60
031000127023702635771,mg08,n,,,adult,60
031000127023703502486,mg08,n,,,adult,60
031000127023762909062,mg08,n,,,adult,60
031000127023763972409,mg08,n,,,adult,60
031000127023768871752,mg08,n,,,adult,60
031000127023770034487,mg08,n,,,adult,60
031000127023770121573,mg08,n,,,adult,60
031000127023770706272,mg08,n,,,adult,60
031000127023770858962,mg08,n,,,adult,60
031000127023771805407,mg08,n,,,adult,60
031000127023773282554,mg08,n,,,adult,60
031000127023780488401,mg08,n,,,adult,60
031000127023783082392,mg08,n,,,adult,60
031000127023783316746,mg08,n,,,adult,60
031000127023783619246,mg08,n,,,adult,60
031000127023783697148,mg08,n,,,adult,60
031000127023783882416,mg08,n,,,adult,60
031000127023783958292,mg08,n,,,adult,60
031000127023784508935,mg08,n,,,adult,60
031000127023809518697,mg08,n,,,adult,60
031000127023809705805,mg08,n,,,adult,60
031000127023810238833,mg08,n,,,adult,60
