ticketNo,lotNo,validity,validTill,details,ticketFor,cost
011000791200280199,dauz03,n,,,adult,120
011000791200280201,dauz03,n,,,adult,120
011000791200280210,dauz03,n,,,adult,120
011000791200280211,dauz03,n,,,adult,120
011000791200280219,dauz03,n,,,adult,120
011000791200280226,dauz03,n,,,adult,120
011000791200280230,dauz03,n,,,adult,120
011000791200280234,dauz03,n,,,adult,120
011000791200280244,dauz03,n,,,adult,120
011000791200280247,dauz03,n,,,adult,120
011000791200280250,dauz03,n,,,adult,120
011000791200280251,dauz03,n,,,adult,120
011000791200280259,dauz03,n,,,adult,120
011000791200280260,dauz03,n,,,adult,120
011000791200280261,dauz03,n,,,adult,120
011000791200280269,dauz03,n,,,adult,120
011000791200280273,dauz03,n,,,adult,120
011000791200280276,dauz03,n,,,adult,120
011000791200280278,dauz03,n,,,adult,120
011000791200280280,dauz03,n,,,adult,120
011000791200280289,dauz03,n,,,adult,120
011000791200280290,dauz03,n,,,adult,120
011000791200280292,dauz03,n,,,adult,120
011000791200280294,dauz03,n,,,adult,120
011000791200280295,dauz03,n,,,adult,120
011000791200280300,dauz03,n,,,adult,120
011000791200280302,dauz03,n,,,adult,120
011000791200280304,dauz03,n,,,adult,120
011000791200280305,dauz03,n,,,adult,120
011000791200280309,dauz03,n,,,adult,120
011000791200280311,dauz03,n,,,adult,120
011000791200280314,dauz03,n,,,adult,120
011000791200280316,dauz03,n,,,adult,120
011000791200280318,dauz03,n,,,adult,120
011000791200280319,dauz03,n,,,adult,120
011000791200280320,dauz03,n,,,adult,120
011000791200280322,dauz03,n,,,adult,120
011000791200280325,dauz03,n,,,adult,120
011000791200280331,dauz03,n,,,adult,120
011000791200280333,dauz03,n,,,adult,120
011000791200280336,dauz03,n,,,adult,120
011000791200280338,dauz03,n,,,adult,120
011000791200280347,dauz03,n,,,adult,120
011000791200280353,dauz03,n,,,adult,120
011000791200280358,dauz03,n,,,adult,120
011000791200280363,dauz03,n,,,adult,120
011000791200280368,dauz03,n,,,adult,120
011000791200280671,dauz03,n,,,adult,120
011000791200280674,dauz03,n,,,adult,120
011000791200280678,dauz03,n,,,adult,120
