ticketNo,lotNo,validity,validTill,details,ticketFor,cost
1D47BAX6A765EV,df06,n,,,adult,45
1D47BA1TA737WS,df06,n,,,child,22
1X8FZJ51YF7FHJ,df06,n,,,child,22
193560GZ5P2PVM,df06,n,,,child,22
1D47BA1TA7375A,df06,n,,,child,22
1111WCEBVH0HQE,df06,n,,,child,22
1P6BPY3DMB5BG2,df06,n,,,child,22
1T7DU8M7TX6XQA,df06,n,,,child,22
1X8FZJ51YF7FVD,df06,n,,,child,22
1111WCEBVH0HTA,df06,n,,,child,22
1P6BPY3DMB5BMC,df06,n,,,child,22
1P6BPY3DMB5BPG,df06,n,,,child,22
1X8FZJ51YF7F2Q,df06,n,,,child,22
1H59GMJKFT4TP9,df06,n,,,child,22
1X8FZJ51YF7F69,df06,n,,,child,22
1D47BA1TA738KA,df06,n,,,child,22
1T7DU8M7TX6Y36,df06,n,,,child,22
15231QZ50314BQ,df06,n,,,child,22
1X8FZJ51YF7GA0,df06,n,,,child,22
1D47BA1TA738SS,df06,n,,,child,22
1111WCEBVH0JCW,df06,n,,,child,22
