ticketNo,lotNo,validity,validTill,details,ticketFor,cost
C98B02F1D7AD4B30BC5745D66683DAE7,ski01,n,,,Adult,160
41697A0422D24C00A0CBAE384231ED10,ski01,n,,,Adult,160
7D919D16D78B43DA8317B0EC0643309C,ski01,n,,,Adult,160
83D7DAC255264743BB121C424C48D6E6,ski01,n,,,Adult,160
E1D9EA4649CF43969392A1138C69D7B0,ski01,n,,,Adult,160
DC4B8E64947043F39A6409FC1481FC4B,ski01,n,,,Adult,160
0DA1674FFCA44BBC9DAB855AA679679C,ski01,n,,,Adult,160
4F354A06D28F43E69DD51C730444DC86,ski01,n,,,Adult,160
AE2F3C42D167425C83D45BA654048E6C,ski01,n,,,Adult,160
153531BE397743FCAA53F1C08188D73F,ski01,n,,,Adult,160
F75E0956B7A841E89DF09DAF97F2663B,ski01,n,,,Adult,160
1C439FBC4FCC4229903EBAF383E5DEDA,ski01,n,,,Adult,160
EB0475B8DE1C4AB4AB91C4ABD9B2CFFB,ski01,n,,,Adult,160
E4A4C47646A24536BE153471DBF0AE98,ski01,n,,,Adult,160
28B20AAE807B42BDBFA4D6E19FF87160,ski01,n,,,Adult,160
EA247FCCCD5F420DA0B19AF9E2CD674A,ski01,n,,,Adult,160
62892E6A92C5487986CEBB29E2B20B4E,ski01,n,,,Adult,160
C5FE8FE8946140CF9AEBE1B6E2BAED43,ski01,n,,,Adult,160
F75CBBF07EB442B9AFF5314A3714236E,ski01,n,,,Adult,160
8027B7F147104A20AC868B1330F82F3B,ski01,n,,,Adult,160
B231DDC3769A4F51BB8333E5110C91EF,ski01,n,,,Adult,160
131BCD7472FB48BB82425EDB97A7DFDD,ski01,n,,,Adult,160
2F24F410808542D5B987B53C61E4AEB7,ski01,n,,,Adult,160
277697C2A1BF4DB68C1D4EBE81CAD17B,ski01,n,,,Adult,160
C234A1443EDE4E50B244534D8852A7B5,ski01,n,,,Adult,160
A3A802D25EE0478AB2E792EDFFD05052,ski01,n,,,Adult,160
4E60CE056B084C7F9C945E79168739D8,ski01,n,,,Adult,160
F837AA02530B4E05B7B8184BF1E30BC3,ski01,n,,,Adult,160
55C0A9E7E75B49BD80A5A889DB9491CD,ski01,n,,,Adult,160
DC0438961BB648708C94FE40F0E1CD45,ski01,n,,,Adult,160
63E18919A63D44C0A4AF114C31E64AC1,ski01,n,,,Adult,160
4DF4D184E92641B2933C8498033DBF5D,ski01,n,,,Adult,160
57CA2DA146874E7287980127E113EDE3,ski01,n,,,Adult,160
DE3962321A9D4DECA1E068BD4F8E0303,ski01,n,,,Adult,160
2B65C8E80B5143F78F76C0320E8BF0EA,ski01,n,,,Adult,160
2B7C7D57A6384B5D8134A40B97EE2897,ski01,n,,,Adult,160
D371B54B18FB48498AA2583A44A74628,ski01,n,,,Adult,160
6D3BD7367A16442EB177561FA42D5A95,ski01,n,,,Adult,160
360E947ECE7847DAB6CF7D850F33E2E9,ski01,n,,,Adult,160
8A66F5C9AFC24B728DEE3AAF3D32DD95,ski01,n,,,Adult,160
07AE2CE945334E0792FCCE334EC5F272,ski01,n,,,Adult,160
2BB35CA971EF444484DEFA47547C1A30,ski01,n,,,Adult,160
D06A8893C7B24B1591B367E69864B4E4,ski01,n,,,Adult,160
959C9B2AE71B4053B2B4A5A6C0568E79,ski01,n,,,Adult,160
F32D19A04B924853834FB7893F9C9E9C,ski01,n,,,Adult,160
3BB59A450DC74634ACE2F0513F873133,ski01,n,,,Adult,160
C068D6B5A6EA4B22A6C66FDA26ECDC4C,ski01,n,,,Adult,160
BE8A6A6F60504EBDBC451477865BD446,ski01,n,,,Adult,160
902BF1B3D00341F39D5E2325E5C0D500,ski01,n,,,Adult,160
EE95CE93FF5D4424AD4890726C6692D7,ski01,n,,,Adult,160
85C29B8FD58F41C0A007A6CCABF380B8,ski01,n,,,Adult,160
CA7F2C20BEA4418D9F60DA0290AD40AA,ski01,n,,,Adult,160
C7D5832AB766415CB39E9A54D5B1D128,ski01,n,,,Adult,160
7192A9828AAA4F08A45191F92F68D24E,ski01,n,,,Adult,160
