ticketNo,lotNo,validity,validTill,details,ticketFor,cost
ZFE2C11OB0AAHK,mg2,n,,,adult,155
PEE2C11OB07Q9Q,mg2,n,,,adult,155
HEE2C11OB083PC,mg2,n,,,adult,155
ZFE2C11OB0A7F3,mg2,n,,,adult,155
QEE2C11OB07TNJ,mg2,n,,,adult,155
OEE2C11OB07QFE,mg2,n,,,adult,155
IFE2C11OB0A7KQ,mg2,n,,,adult,155
ZEE2C11OB07TT7,mg2,n,,,adult,155
HEE2C11OB07QL2,mg2,n,,,adult,155
SFE2C11OB0A7QE,mg2,n,,,adult,155
EFE2C11OB0AAN8,mg2,n,,,adult,155
QEE2C11OB07QQP,mg2,n,,,adult,155
IEE2C11OB07TYU,mg2,n,,,adult,155
PFE2C11OB0A7W2,mg2,n,,,adult,155
EEE2C11OB07QWD,mg2,n,,,adult,155
XFE2C11OB0AASV,mg2,n,,,adult,155
HFE2C11OB0A82P,mg2,n,,,adult,155
QEE2C11OB07R31,mg2,n,,,adult,155
FEE2C11OB07U5I,mg2,n,,,adult,155
XFE2C11OB0A88D,mg2,n,,,adult,155
