ticketNo,lotNo,validity,validTill,details,ticketFor,cost
EED5C01DC38C4DACA7E31BB1FDA0D04D,snowplus01,n,,,adult,170
AE47B3636B514BEEA459419E187E07C9,snowplus01,n,,,adult,170
0FFA60A5E33A415D8F6ED113E57A6909,snowplus01,n,,,adult,170
E82C6A110C514B9B8107DA86AC2BD3B3,snowplus01,n,,,adult,170
6F985791B9B64967B96D3F7E423E0033,snowplus01,n,,,adult,170
8B70EA58DC304550861262C61DB1182D,snowplus01,n,,,adult,170
A76C7E1B364B46A4B11B4D0AB88C20AB,snowplus01,n,,,adult,170
4E5026D466CE41C287D144F5A2F73B3D,snowplus01,n,,,adult,170
B314381FC63F4BB382A002643346EFB4,snowplus01,n,,,adult,170
0220DD93391B4EC4BA15017AD0F7BF38,snowplus01,n,,,adult,170
