ticketNo,lotNo,validity,validTill,details,ticketFor,cost
I04052E23165V61A,402231651,n,,,common,110
0A40Q2231625H15A,402231651,n,,,common,110
0B4062231R65Q12A,402231651,n,,,common,110
I040V22331265V1A,402231651,n,,,common,110
S0402723S1654W1A,402231651,n,,,common,110
0DR402228D31651A,402231651,n,,,common,110
0402823TAB14651A,402231651,n,,,common,110
05U40P22031651DA,402231651,n,,,common,110
02DY6402231651AA,402231651,n,,,common,110
76040R223J1651RA,402231651,n,,,common,110
0W402B23071651GA,402231651,n,,,common,110
04022E341265SC1A,402231651,n,,,common,110
T04SQ0227318651A,402231651,n,,,common,110
Z0402231L2K6051A,402231651,n,,,common,110
04R022C031W6551A,402231651,n,,,common,110
N040M221316251TA,402231651,n,,,common,110
704021231LI651GA,402231651,n,,,common,110
044022316BF65S1A,402231651,n,,,common,110
084022316AMT651A,402231651,n,,,common,110
040622C3163P51XA,402231651,n,,,common,110
00402GU231S6451A,402231651,n,,,common,110
0647E0223D1651AA,402231651,n,,,common,110
GZ0410223G16581A,402231651,n,,,common,110
2O07402J231T651A,402231651,n,,,common,110
0460225316S5WA1A,402231651,n,,,common,110
B047022PF311651A,402231651,n,,,common,110
0AL4802231665X1A,402231651,n,,,common,110
040242G3N1J6151A,402231651,n,,,common,110
B040204H2R31651A,402231651,n,,,common,110
A04A0223165T811A,402231651,n,,,common,110
0L402T52316651YA,402231651,n,,,common,110
0402S24Q317Q651A,402231651,n,,,common,110
04S012231B7M651A,402231651,n,,,common,110
04072231VD665H1A,402231651,n,,,common,110
2H04402T23I1651A,402231651,n,,,common,110
0O4E0220231651CA,402231651,n,,,common,110
70T40242316T51YA,402231651,n,,,common,110
