ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127002784240663,mg07,n,,,adult,60
031000127002788722388,mg07,n,,,adult,60
031000127002743034065,mg07,n,,,adult,60
031000127002763329422,mg07,n,,,adult,60
031000127002710481707,mg07,n,,,adult,60
031000127002729316168,mg07,n,,,adult,60
031000127002806342181,mg07,n,,,adult,60
031000127002687468674,mg07,n,,,adult,60
031000127002751474239,mg07,n,,,adult,60
031000127002804255164,mg07,n,,,adult,60
031000127002722327865,mg07,n,,,adult,60
031000127002782006710,mg07,n,,,adult,60
031000127002772064361,mg07,n,,,adult,60
031000127002743535000,mg07,n,,,adult,60
031000127002712430869,mg07,n,,,adult,60
031000127002798162386,mg07,n,,,adult,60
031000127002738609391,mg07,n,,,adult,60
031000127002692390540,mg07,n,,,adult,60
031000127002693965875,mg07,n,,,adult,60
031000127002744322736,mg07,n,,,adult,60
031000127002790351885,mg07,n,,,adult,60
031000127002715059114,mg07,n,,,adult,60
031000127002753507271,mg07,n,,,adult,60
031000127002801896356,mg07,n,,,adult,60
031000127002720427521,mg07,n,,,adult,60
031000127002781741150,mg07,n,,,adult,60
031000127002695472731,mg07,n,,,adult,60
031000127002739393271,mg07,n,,,adult,60
031000127002691076468,mg07,n,,,adult,60
031000127002769114481,mg07,n,,,adult,60
031000127002733053294,mg07,n,,,adult,60
031000127002789265547,mg07,n,,,adult,60
031000127002695691647,mg07,n,,,adult,60
031000127002743107324,mg07,n,,,adult,60
031000127002796009721,mg07,n,,,adult,60
031000127002706257654,mg07,n,,,adult,60
031000127002755065075,mg07,n,,,adult,60
031000127002834790256,mg07,n,,,adult,60
031000127002906471245,mg07,n,,,adult,60
031000127002860040042,mg07,n,,,adult,60
031000127002948133383,mg07,n,,,adult,60
031000127003081929246,mg07,n,,,adult,60
031000127003002214299,mg07,n,,,adult,60
031000127002981338072,mg07,n,,,adult,60
031000127003024213973,mg07,n,,,adult,60
031000127003005485074,mg07,n,,,adult,60
031000127003037486767,mg07,n,,,adult,60
031000127003055623244,mg07,n,,,adult,60
031000127003007764905,mg07,n,,,adult,60
031000127003031339270,mg07,n,,,adult,60
031000127002978567587,mg07,n,,,adult,60
031000127002996278720,mg07,n,,,adult,60
031000127003076315325,mg07,n,,,adult,60
031000127002966953530,mg07,n,,,adult,60
031000127003038469303,mg07,n,,,adult,60
031000127003055165236,mg07,n,,,adult,60
031000127003009076145,mg07,n,,,adult,60
031000127003033241390,mg07,n,,,adult,60
031000127002980926155,mg07,n,,,adult,60
031000127002995294248,mg07,n,,,adult,60
031000127003064519301,mg07,n,,,adult,60
031000127002981428412,mg07,n,,,adult,60
031000127003033284153,mg07,n,,,adult,60
031000127003005329590,mg07,n,,,adult,60
031000127003053614387,mg07,n,,,adult,60
031000127003038967216,mg07,n,,,adult,60
031000127002965485837,mg07,n,,,adult,60
031000127003080928938,mg07,n,,,adult,60
031000127002978774215,mg07,n,,,adult,60
031000127002995846820,mg07,n,,,adult,60
031000127003084335873,mg07,n,,,adult,60
031000127002958997342,mg07,n,,,adult,60
031000127003038147419,mg07,n,,,adult,60
031000127003055022232,mg07,n,,,adult,60
031000127002902290660,mg07,n,,,adult,60
031000127002847652545,mg07,n,,,adult,60
031000127002926196126,mg07,n,,,adult,60
031000127002882400539,mg07,n,,,adult,60
031000127002937544044,mg07,n,,,adult,60
031000127002855049545,mg07,n,,,adult,60
031000127002915096166,mg07,n,,,adult,60
031000127002829259907,mg07,n,,,adult,60
031000127002877445856,mg07,n,,,adult,60
031000127002929859549,mg07,n,,,adult,60
031000127002979324177,mg07,n,,,adult,60
031000127003063515470,mg07,n,,,adult,60
031000127003017485675,mg07,n,,,adult,60
031000127002967113352,mg07,n,,,adult,60
031000127003038437605,mg07,n,,,adult,60
031000127002988115650,mg07,n,,,adult,60
031000127003026576845,mg07,n,,,adult,60
031000127003007251946,mg07,n,,,adult,60
031000127003069225351,mg07,n,,,adult,60
031000127003040152164,mg07,n,,,adult,60
031000127002960387137,mg07,n,,,adult,60
031000127002734364486,mg07,n,,,adult,60
031000127002814235491,mg07,n,,,adult,60
031000127002759333760,mg07,n,,,adult,60
031000127002710067965,mg07,n,,,adult,60
031000127002800590074,mg07,n,,,adult,60
